vehicle_id,vehicle_001
year,
make,
model,
color,
customer_or_insured,
notes,
final_route,RED - Likely Conventional Repair
average_confidence,78.15%
reason,"At least one panel flagged red, so the vehicle routes to conventional repair."

slot,filename,image_route,confidence,green_pdr,yellow_review,red_conventional
Roof,Roof_Photo 09.jpg,GREEN - PDR Candidate,77.96%,77.96%,13.09%,8.96%
Left Roof Rail,Left_Roof_Rail_Photo 06.jpg,RED - Likely Conventional Repair,86.02%,4.33%,9.65%,86.02%
Right Roof Rail,Right_Roof_Rail_Photo 04.jpg,RED - Likely Conventional Repair,87.96%,0.13%,11.91%,87.96%
Hood,Hood_Front.jpg,YELLOW - Manual Review Required,62.55%,7.80%,29.65%,62.55%
Left Quarter,Left_Quarter_Right QP.jpg,GREEN - PDR Candidate,94.40%,94.40%,0.80%,4.80%
Right Quarter,Right_Quarter_Left QP.jpg,GREEN - PDR Candidate,72.62%,72.62%,10.81%,16.57%
Left Front Door,Left_Front_Door_Left Side.jpg,YELLOW - Manual Review Required,65.56%,24.91%,65.56%,9.53%
